timestamp,ewma_vol,garch_vol,hist_vol,ensemble_vol,regime,realized_1d,forecast_error
2020-01-31,0.06823992555643939,0.143899960663727,0.0679419966935086,0.09464645562825735,NORMAL,0.050872205472202295,0.04377425015605506
2020-02-03,0.0673243274821802,0.14308780850793215,0.06923577342515617,0.09431940732693739,NORMAL,0.10021111206209868,-0.0058917047351612906
2020-02-04,0.06973626879548063,0.14439255004825746,0.06799407758161297,0.0954304194304856,NORMAL,0.009090495820169882,0.08633992361031571
2020-02-05,0.06764847804082502,0.1428347869786446,0.06599122750189845,0.09354937353433024,NORMAL,0.030822565338324132,0.06272680819600611
2020-02-06,0.06602074990794712,0.14174206844231893,0.056962952092186,0.09025876194103698,NORMAL,0.024774832512947324,0.06548392942808966
2020-02-07,0.06429652084573406,0.1407219670652021,0.052561521947161335,0.0881116772979047,NORMAL,0.04542563334036387,0.04268604395754083
2020-02-10,0.06332305525759437,0.14025249123139283,0.05279614002083316,0.08761662903923352,NORMAL,0.032181124945637844,0.055435504093595676
2020-02-11,0.06189796649077395,0.13957304679927965,0.0525507991110441,0.08674745275381848,NORMAL,0.035934537020754026,0.050812915733064457
2020-02-12,0.060654383332164476,0.13906774945149428,0.05275024108338228,0.08612302591173436,NORMAL,0.03737025857954831,0.04875276733218605
2020-02-13,0.05951478083584767,0.13866911616617497,0.05994565475970376,0.08732651668242625,NORMAL,0.1731629100085193,-0.08583639332609305
2020-02-14,0.07161432952852213,0.14604256703877064,0.06007182502321265,0.09477858653078175,NORMAL,0.02908329029979991,0.06569529623098185
2020-02-17,0.06979717564966592,0.14444591985543623,0.060483596906704934,0.09359584143594527,NORMAL,0.03748310458745353,0.05611273684849173
2020-02-18,0.06829089231164678,0.1432347848068377,0.06280371802647734,0.09314946111367124,NORMAL,0.06141630630683455,0.031733154806836694
2020-02-19,0.06789804839006919,0.14284184028714714,0.060816914826749474,0.09235809216321653,NORMAL,0.05206675251931216,0.04029133964390437
2020-02-20,0.06705365821298495,0.14222367306063943,0.0631220928522103,0.09238027206947036,NORMAL,0.09278429928193524,-0.00040402721246488027
2020-02-21,0.06886912999707169,0.14328735496948433,0.06072292557514502,0.09287895763193445,NORMAL,0.0058693974912077725,0.08700956014072668
2020-02-24,0.06678657523915217,0.14187966212591885,0.0630054441406842,0.09212387287490352,NORMAL,0.06351045143941342,0.028613421435490102
2020-02-25,0.0665945529361578,0.1417670197672538,0.06232905531683087,0.09183854192220967,NORMAL,0.062266266147618654,0.02957227577459101
2020-02-26,0.0663428193998317,0.14162954944870426,0.061567576312098915,0.0914993641450039,NORMAL,0.05481410321396736,0.03668526093103654
2020-02-27,0.06570816280670655,0.1412768248534736,0.06247761847477867,0.09134955844009304,NORMAL,0.062168872510750664,0.02918068592934238
2020-02-28,0.06550119863347671,0.141212399758533,0.06255893929656144,0.09126455419301759,NORMAL,0.04628643509764213,0.044978119095375454
2020-03-02,0.0645099112192827,0.14068927441722132,0.06249307156596124,0.09066847842523085,NORMAL,0.0496482938442823,0.04102018458094855
2020-03-03,0.06371604281252441,0.14033456819292842,0.05954884675120753,0.08949072768033658,NORMAL,0.021602135319748732,0.06788859236058785
2020-03-04,0.062001203214200294,0.13948629298306806,0.059328558084157594,0.08845282335079332,NORMAL,0.012436550548777915,0.07601627280201541
2020-03-05,0.06018953659383984,0.13868034051256914,0.05842498972151769,0.08722018124731457,NORMAL,0.020532770818598497,0.06668741042871607
2020-03-06,0.058572256035666403,0.13807087169458732,0.058812303876099856,0.08645678347639708,NORMAL,0.07234241652595193,0.014114366950445156
2020-03-09,0.05948842021948523,0.13888959636468254,0.05855474153127573,0.0870454121982519,NORMAL,0.02092224806284272,0.06612316413540918
2020-03-10,0.05790340438728661,0.13825269472537355,0.05905770985457352,0.08631423237243877,NORMAL,0.057061995061187136,0.02925223731125163
2020-03-11,0.0578532649215337,0.1384956626072247,0.05902405903033423,0.08637080263872568,NORMAL,0.008538823924299594,0.07783197871442608
2020-03-12,0.05612980435737241,0.13781739960698666,0.058910757305949274,0.08541570093188161,NORMAL,0.026123042417424514,0.0592926585144571
2020-03-13,0.05479476655369235,0.1374127601462697,0.04810286128269753,0.08203808799334572,NORMAL,0.053281851108434086,0.028756236884911635
2020-03-16,0.05470517155284045,0.13767247300547442,0.05480417243787157,0.08376847728252011,NORMAL,0.11248325605097899,-0.028714778768458876
2020-03-17,0.05976826432529196,0.14059397436607404,0.05424177228400765,0.08667563982924462,NORMAL,0.022198214620329185,0.06447742520891543
2020-03-18,0.058202030369827316,0.13971367619909394,0.052736415563745594,0.0853647027085502,NORMAL,0.034159770430243125,0.05120493227830708
2020-03-19,0.057045956506757756,0.13915255636576107,0.05342193697771329,0.0848772615751478,NORMAL,0.04753445556472103,0.03734280601042677
2020-03-20,0.0565204224373342,0.13897920758279717,0.04991549936099716,0.08372976646916197,NORMAL,0.018663837584092652,0.06506592888506932
2020-03-23,0.05498895337562765,0.13830386271256512,0.05629362461201915,0.08447533945265363,NORMAL,0.12183218959816987,-0.037356850145516235
2020-03-24,0.061097813701336316,0.14170988343946933,0.05642461970735153,0.08814373961118667,NORMAL,0.06554831271190224,0.022595426899284426
2020-03-25,0.06137394517790792,0.1416948790125827,0.05612314777821517,0.08817357267012091,NORMAL,0.08002961335735471,0.008143959312766194
2020-03-26,0.0626501382180954,0.14225168955439108,0.06355712251777693,0.09073742726071926,NORMAL,0.13039874556482614,-0.03966131830410688
2020-03-27,0.06862774512042842,0.14553990878397427,0.062499147869238776,0.09401485308987205,NORMAL,0.023405773640944587,0.07060907944892747
2020-03-30,0.06678361453739597,0.14393787503738417,0.061766600974712975,0.0925333523217211,NORMAL,0.016093025634717057,0.07644032668700404
2020-03-31,0.06486900052323526,0.14249455514470913,0.06155237729079141,0.09120878883264016,NORMAL,0.049704856626350935,0.04150393220628923
2020-04-01,0.06406045864248283,0.14186449153472433,0.06261369156036439,0.09093017838423774,NORMAL,0.05962676125180501,0.03130341713243273
2020-04-02,0.0638031257795331,0.14162477553677205,0.0639356507132336,0.09107383442799186,NORMAL,0.06614488620306772,0.02492894822492414
2020-04-03,0.06394604980711158,0.1416443432482037,0.06429860806865265,0.09122859207687908,NORMAL,0.02450429293979452,0.06672429913708457
2020-04-06,0.06228787258468807,0.14063528925156568,0.0630807224352065,0.08990768088072484,NORMAL,0.033523134275182505,0.05638454660554234
2020-04-07,0.060946044652271485,0.13992181269878542,0.06476112046200376,0.08954133242098444,NORMAL,0.0712746259542166,0.01826670646676784
2020-04-08,0.06161460440127876,0.14040182505373403,0.06371068731875076,0.0897141523590061,NORMAL,0.012009408477759545,0.07770474388124655
2020-04-09,0.0598099612147814,0.13945474644160574,0.06725807321321528,0.0895476640437784,NORMAL,0.09807956130107616,-0.008531897257297763
2020-04-10,0.06276761580292443,0.14124714765079927,0.06923541832530218,0.09185240258027506,NORMAL,0.08677698239459493,0.005075420185680135
2020-04-13,0.0644608552408299,0.14217942294682137,0.06889870390195475,0.09277181610320812,NORMAL,0.0698043611612245,0.022967454941983614
2020-04-14,0.06479389382576164,0.14224655521518212,0.06618331569752517,0.09224968077999969,NORMAL,0.04263581228497999,0.0496138684950197
2020-04-15,0.0636821992854348,0.14147752891686483,0.06626228042233913,0.09155558494066139,NORMAL,0.014479593911422176,0.07707599102923922
2020-04-16,0.06184397039219284,0.14038683961973936,0.06733502059947602,0.0907067371736549,NORMAL,0.057980477497145196,0.03272625967650971
2020-04-17,0.06161899236181988,0.1403241025475656,0.06685829200976295,0.09047560583881666,NORMAL,0.03073722590274511,0.05973837993607155
2020-04-20,0.060214390554722365,0.13960880757765648,0.06681651865954999,0.08965296853895621,NORMAL,0.01575859943893962,0.0738943691000166
2020-04-21,0.05850749069530035,0.13881019058708777,0.06210740988847296,0.0875134154557191,NORMAL,0.05282959972413187,0.03468381573158723
2020-04-22,0.05818244473923158,0.13883692589104493,0.06058756411090581,0.0870127929852848,NORMAL,0.021378718817864555,0.06563407416742024
2020-04-23,0.056652520159136,0.13821341187788266,0.05851191272005462,0.08566368040092699,NORMAL,0.03943031208216096,0.04623336831876603
2020-04-24,0.05576936908924315,0.13799057008516669,0.05193159080711153,0.08358734486728348,NORMAL,0.04936384121886721,0.03422350364841627
2020-04-27,0.055405924828382636,0.13804752781023588,0.05198796575303086,0.08347599610319331,NORMAL,0.025641604142816424,0.05783439196037689
2020-04-28,0.054083981246798925,0.13760056581353913,0.05224141359246703,0.08285414393157503,NORMAL,0.027124604432598336,0.055729539498976695
2020-04-29,0.05285562463722615,0.13724420742196117,0.05452260873658213,0.08280837463672239,NORMAL,0.09174192773092794,-0.008933553094205557
2020-04-30,0.055956133807394844,0.13907712443649184,0.0535622065426589,0.08444999871139482,NORMAL,0.04182714395800147,0.04262285475339335
2020-05-01,0.05521045348782977,0.13877462390421233,0.051029200357555864,0.0834125998509952,NORMAL,0.03408275413696764,0.049329845714027556
2020-05-04,0.05417564555818015,0.1383560462713371,0.05108357869942865,0.0828657690930972,NORMAL,0.004166591503409891,0.07869917758968731
2020-05-05,0.052535151721796784,0.13768356528023643,0.052066580545367835,0.08221995367314341,NORMAL,0.04133298466598316,0.040886969007160254
2020-05-06,0.051931210016041215,0.1375857967935233,0.05003285957004259,0.08143572777666029,NORMAL,0.038617214905652834,0.04281851287100746
2020-05-07,0.05123003900574868,0.13744268826869405,0.052017403258698316,0.08160130731101696,NORMAL,0.05598820730610645,0.02561310000491051
2020-05-08,0.0515279210155018,0.1377800107460237,0.04756913649510015,0.08072645629108405,NORMAL,0.004642141419571668,0.07608431487151238
2020-05-11,0.049971111796182424,0.13719652333970167,0.04398585412758656,0.07900369141926518,NORMAL,0.030423360348590493,0.048580331070674686
2020-05-12,0.049018569385405164,0.13695568252302645,0.04092262345025206,0.07777257249978434,NORMAL,0.003152535257364116,0.07462003724242022
2020-05-13,0.047531539472535585,0.13649514654854789,0.04938260504527689,0.07913156834232521,NORMAL,0.13075311715218482,-0.05162154880985961
2020-05-14,0.05612018414663511,0.14083741435075603,0.054423353408170415,0.08534700703346125,NORMAL,0.11168609006186389,-0.02633908302840264
2020-05-15,0.06090101417325912,0.14316646587595014,0.0555821594610288,0.0883642085911434,NORMAL,0.10181112543266074,-0.013446916841517345
2020-05-18,0.06409623882415813,0.14454409933859363,0.056970483019739886,0.09047155105310599,NORMAL,0.07597911147417244,0.01449243957893355
2020-05-19,0.06487062266036599,0.14448234213936142,0.057717975944428845,0.0909465627990301,NORMAL,0.03490599710778204,0.05604056569124806
2020-05-20,0.06347291974793884,0.14321582868829383,0.0562307040783519,0.08957238395966635,NORMAL,0.06869527036253492,0.02087711359713143
2020-05-21,0.06379831705507201,0.1430798705644823,0.056226856928868196,0.08965399575181465,NORMAL,0.026840820621080844,0.06281317513073381
2020-05-22,0.062203195437314195,0.14188841821480858,0.06168809579625763,0.08996424849917307,NORMAL,0.10629795074046974,-0.01633370224129667
2020-05-25,0.0656889528851948,0.14372629903076592,0.06137338694638977,0.09192313255144344,NORMAL,0.02510267448234823,0.0668204580690952
